variant,precision,miou,latency_ms_mean,latency_ms_p50,latency_ms_p95,throughput_img_s,size_mb,parity_passed,threads,batch_size
teacher,fp32,0.6979100025266487,185.61629993685833,185.73491647839546,186.40213752514683,5.387457892114933,90.002892,True,4,1
teacher,int8,0.6978285724463396,42.478176415897906,42.488520964980125,42.52913134987466,23.541500233181843,22.88527,True,4,1
student_alone,fp32,0.6750701185266607,38.51863187737763,38.978228985797614,39.10122302477248,25.961462057724585,49.49113,True,4,1
student_alone,int8,0.6734158296853955,9.948706921810905,9.99818742275238,10.14313957421109,100.51557532644412,12.635164,True,4,1
student_distilled,fp32,0.6779174322455265,38.968405597067125,38.995645532850176,39.11071887705475,25.661814607966996,49.49113,True,4,1
student_distilled,int8,0.6784886727884777,10.069965311170867,9.999604022596031,10.493468743516132,99.30520802198541,12.635167,True,4,1
